x,y,class,n_x,n_y,n_class
2.4562784588532276,-5.610082627994634,false,2.4391477805530832,-5.604321270290049,true
-0.12141965614688349,-2.353894780584413,false,-0.1202994564428631,-2.373604246353584,true
0.9141117914669445,-0.5029321259464801,false,0.8977013977645054,-0.49365525631600504,true
2.4583982245791653,-4.2528725245981205,false,2.445643892208832,-4.23184150678747,true
2.4508430554963265,8.00099122895104,false,2.442382806550054,8.018315993481494,true
2.4518651519513424,11.91322952993674,false,2.4413929610710636,11.909868207137412,true
-1.9105532270569647,-0.5028896938742855,false,-1.9095412067033277,-0.49459557776103347,true
2.448854227956925,3.803909645420628,false,2.4460666733619587,3.806526486288414,true
0.9802269318102236,-6.9504109819510935,false,0.9575741233607737,-6.937068058666266,true
2.449837819985587,6.63677639897241,false,2.434690673501105,6.638897626183771,true
-0.5393985222576063,-0.5108058947103896,false,-0.5403961658888479,-0.5022500845932831,true
-3.3092318331181905,-7.182378002925866,false,-3.3272095138340987,-7.173254962284864,true
2.454428710950141,2.3814352416709137,false,2.443652445142491,2.391820738307193,true
-3.312206236658153,-10.18499072378342,false,-3.3196657552600524,-10.187812150983815,true
2.3996225706888783,-0.5127077156164437,false,2.3903591663593584,-0.4898729844024816,true
2.4131700773725897,-6.9421890981879155,false,2.4111968718651675,-6.92326552145197,true
2.4506798237872585,9.35845926571817,false,2.4451091942268497,9.357283418452784,true
1.2798148342339013,-2.3507071206152115,false,1.3015086376994511,-2.362861029232042,true
2.4584994538454064,10.650482566231036,false,2.4364023346063783,10.652214845912411,true
-1.9204279272915854,-6.9423951507481965,false,-1.9135178633582346,-6.928548392670958,true
-2.706957921683599,-3.4553666099713984,false,-2.697928765205145,-3.475447437630712,true
2.4500781956454474,-2.938490564191167,false,2.4381954467057407,-2.9442008204220818,true
2.4521870902990734,0.9380130070951198,false,2.4399993511621965,0.9276957105769572,true
-0.4680256494821047,-6.957565552580457,false,-0.46895103438771835,-6.935479784254642,true
-1.151181779402793,-3.4467101580653514,false,-1.151496853363175,-3.464769318020296,true
2.4701747738474227,5.212349622485378,false,2.447740250865562,5.214341487803116,true
-3.312008210765201,-8.652288652720319,false,-3.334436594535581,-8.664330028957542,true
-3.314082490328256,-11.759102907868403,false,-3.3301003612137046,-11.758611375835095,true
-3.309429176319043,-0.5196128844812685,false,-3.317228861784813,-0.5194901577680675,true
-3.311680166442843,-2.0902375866365586,false,-3.314884111126029,-2.071614603968397,true
