SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species,n_SepalLengthCm,n_SepalWidthCm,n_PetalLengthCm,n_PetalWidthCm,n_Species
7.834144722195175,2.490148093652885,4.055455699486129,1.6495508889667072,Iris-versicolor,7.833444201179105,2.49120943998309,4.055931983579422,1.6501094511321357,Iris-virginica
4.945856314844209,4.065846129073566,3.925179770206517,1.6486899469015157,Iris-versicolor,4.9468660421629025,4.065548633574881,3.9251945830655828,1.6506949272990703,Iris-virginica
5.545385560581073,4.292795883848305,5.404740768713178,1.5504606897779627,Iris-versicolor,5.544657378393474,4.291379868251831,5.4067008247328,1.5495773640462478,Iris-virginica
7.795044312305525,3.9826364875239912,4.94938984710492,0.4533821615000905,Iris-versicolor,7.794521845545129,3.9820000188915623,4.952389812964198,0.45179615991444627,Iris-virginica
6.924624937985296,2.033643896756168,4.949416615660753,0.09827197960966849,Iris-versicolor,6.9219343163963165,2.031748979637089,4.9548706612015145,0.09807559550463224,Iris-virginica
6.519116403219942,3.5901816830805213,3.6587101097718273,1.6498320215548639,Iris-versicolor,6.517458784742526,3.5895624313427854,3.6598975756299112,1.6508855093428514,Iris-virginica
4.769387475302504,2.160050714749595,6.496557666760145,1.7499371076619945,Iris-versicolor,4.767591850685026,2.159412817357407,6.496280148798287,1.7509422841195277,Iris-virginica
7.838765503721907,3.0922815777475736,2.449555289093111,0.5477091378268266,Iris-setosa,7.839779276251227,3.0912390188319945,2.4542532831277555,0.5458404067031511,Iris-versicolor
4.3184216378003395,2.0769838972695296,4.847365270856803,1.9986598835564076,Iris-versicolor,4.316021179223796,2.0779012910629358,4.850140035883559,2.001013799085876,Iris-virginica
4.340969722059252,2.2266927089465125,2.4496013610510836,2.0327338702998934,Iris-setosa,4.3401081626593685,2.224499048425202,2.4548449746149976,2.0341338765658565,Iris-versicolor
4.6441262082562655,2.100990362061582,4.947373157362264,0.45316649548190974,Iris-versicolor,4.643805401446985,2.1011762603894923,4.9514739973962865,0.45256375094421547,Iris-virginica
4.31769455387042,2.0113530299583138,2.4462352779198553,0.09783025397804614,Iris-setosa,4.320011993930419,2.010328660276753,2.450318037262405,0.09782440969070742,Iris-versicolor
5.873917251997556,3.6053343563857503,6.902970543117037,1.7488582606526957,Iris-versicolor,5.875039882183212,3.604006597088269,6.903249252691622,1.7505587280559864,Iris-virginica
6.160916739398259,3.8749633710099034,4.949099882396732,0.25316501488764687,Iris-versicolor,6.163861307727273,3.8768452883097684,4.950987574593585,0.25253369881765686,Iris-virginica
7.818144258297177,4.39504140467557,3.225009619310497,1.6496271887343257,Iris-versicolor,7.815005734557637,4.3959210873113825,3.220771822698498,1.6501271671839897,Iris-virginica
5.594677223219125,2.29076905694941,3.9117693181042705,1.6494815814033421,Iris-versicolor,5.592855215588259,2.290442362002015,3.9097051861467826,1.6513974668424325,Iris-virginica
6.581780115396159,4.374717037704527,2.4470350704675177,0.5945746681895195,Iris-setosa,6.582958044800228,4.376912705888326,2.4519687757856174,0.5953699087108082,Iris-versicolor
5.091200877192967,3.3393882946040376,4.849474840446186,2.4243420225849754,Iris-versicolor,5.091339507491342,3.338241855034583,4.855303202182728,2.424974898039736,Iris-virginica
4.362825648097676,3.816495065659844,2.449276934931616,1.8432267805136668,Iris-setosa,4.364518909280797,3.81663208279547,2.4500950962687704,1.8419630976525976,Iris-versicolor
6.204854998710434,2.5526021269718324,2.449902179499981,2.1153406035936166,Iris-setosa,6.202819799303399,2.552812340038079,2.4515250162897866,2.1143887727206008,Iris-virginica
5.948602241747963,4.397973214712375,2.7135154511934525,2.4907481279103756,Iris-versicolor,5.950645891241841,4.397194828537625,2.7137497903308865,2.4912131085302343,Iris-virginica
4.29644727833131,4.089305362966391,2.4499225226201498,0.1015208705901305,Iris-setosa,4.296519122721634,4.089520396890908,2.454909418114145,0.10140917460335962,Iris-versicolor
5.278385989220469,3.0658040690027777,2.4499888142606148,0.7355095206250876,Iris-setosa,5.275959019823894,3.0649677322668785,2.451784199630327,0.7348347589644759,Iris-versicolor
6.735218331848407,3.206460440944614,5.186229915612245,1.7496338119670756,Iris-versicolor,6.738508561625379,3.206674176607593,5.186051989080843,1.7514417460440463,Iris-virginica
4.549236696778838,4.0315089718492825,4.9461815460782965,0.2613786135272279,Iris-versicolor,4.549423189761895,4.030368270390949,4.950648533018944,0.26320943297730176,Iris-virginica
6.541404044799305,2.153257524700994,6.454127983887411,1.5506959152026552,Iris-versicolor,6.540448751926174,2.1535504539706283,6.454217872630347,1.5496605597604298,Iris-virginica
6.587866780746365,2.0021478826832726,2.446682223395573,0.3717937086398828,Iris-setosa,6.587014639030055,2.002497784473097,2.4521080558250112,0.3698292795907835,Iris-versicolor
7.589878684936594,3.3469024036040995,2.448596575536881,2.380441776065398,Iris-setosa,7.58936311191751,3.3464135995979154,2.453823194574052,2.381522071780236,Iris-virginica
