Pclass,Age,Sex,Fare,Parch,SibSp,Survived,n_Pclass,n_Age,n_Sex,n_Fare,n_Parch,n_SibSp,n_Survived
2.8411716217812955,9.500340269167655,0.006882104366707218,201.9171479435814,0.6239756700973699,0.1529149823833121,0,2.842380946700953,9.497805660587387,0.0068212162633217695,201.91604972160758,0.6242115360109938,0.15398474725018624,1
1.2474947515275392,34.64349761443466,0.4999368533435273,109.23946210994774,0.8839696279814196,0.8378121145994467,0,1.2470465445353887,34.641052130451556,0.5006308419200772,109.24006361967271,0.8837209928353918,0.8395441306102356,1
1.6675686726974976,22.14694995907184,0.49994389630397684,354.7721186205193,0.02073200661371693,0.2278177821778316,0,1.6678346031985596,22.13055177703113,0.5001354729013816,354.770803856523,0.020793481342736606,0.2263039761086578,1
2.03229255376833,9.503841452748809,0.0035833887688329997,7.745782231446636,0.13345678778944198,0.510704001996326,0,2.0336645836084473,9.489304838168675,0.0032998461000146124,7.744116266066802,0.13561787948626883,0.5125921439187421,1
1.9694392789512405,37.21961471909892,0.4996626254991665,14.617962079339827,0.0072300676562891434,0.15605810351569968,0,1.968408013393634,37.21990652829673,0.5002937913885646,14.617049635550421,0.004671075111275361,0.15672524031638835,1
2.500336417649945,38.04494002649282,0.9901524168906688,40.406980107797615,0.05603707147379859,0.7078538374667045,0,2.4993377058652113,38.04358506831256,0.9907421182208818,40.4055787754431,0.05574357368948135,0.7038201116151549,1
1.0557607322166636,47.95215618129599,0.4999637654493365,10.28882335384483,0.03326641275256915,0.020939794585505562,0,1.054853751113075,47.95234763636743,0.5001235125715777,10.287148520583301,0.034925192340647435,0.020205379946877426,1
1.499839905054758,2.8090015617936586,0.007403084306314196,223.66350937972862,0.07349951613996372,1.20884414156167,0,1.5012971414608718,2.8081435151939753,0.0071007930120297914,223.66301482981402,0.07315668312941062,1.208997240825925,1
1.028596998411572,44.37644212967682,0.4995612812339631,11.050431113900743,0.646076974074409,0.6733829269402127,0,1.0282766244981159,44.37610879460359,0.5001475045742395,11.050524620257642,0.6456862713255095,0.6734073518480845,1
2.8891106432048024,43.696588465661534,0.499388532547355,8.350888956115984,0.030989970040319028,1.189280649633223,0,2.887684014184731,43.697041399703664,0.5002578807204385,8.351198701849546,0.030795595459561786,1.1887017618522537,1
2.892692989529494,32.04642108103357,0.499973024210554,7.937017346912297,0.1610432497031058,0.24813148010397962,0,2.891579874316904,32.04553510301856,0.500619565402707,7.9371463309494885,0.16112535125818592,0.24787808401819253,1
2.50088412353765,40.45413086587477,0.9656328404938649,25.346040450791797,4.788562312585398,-0.0033925900738328856,0,2.4995335402690433,40.45441403863178,0.9659974066548705,25.34432323187254,4.788654374465737,-0.0029882531416906906,1
1.0394393645920845,57.59056372193601,0.4999846248382462,217.61097374462696,0.024077280659001332,1.5408839473089528,0,1.0388304048206374,57.5904756745617,0.5001873696491516,217.61276079677262,0.022997930589127257,1.540813306435151,1
2.99940547640707,9.502520772004738,0.020457672899294198,30.810062997865863,0.13166885703082373,0.01679007326518765,0,3.001114633247519,9.499114881307571,0.02007453518944142,30.811516740640407,0.13543050917003446,0.020703745695285238,1
2.9662797077722467,9.503631820097224,0.09416213314035327,102.65987096450664,0.11098114980745251,0.015411395491628078,0,2.9665288526882483,9.4944750307432,0.09391883107986457,102.66360600599732,0.114373672597092,0.011963674922798258,1
2.9647328592397466,9.502784416042303,0.05347809098251831,7.8874199537742955,0.6168116056539362,0.04934921564982853,0,2.9639934895377844,9.49911013371666,0.05336825896857396,7.894854531301525,0.6142734683668942,0.045563071389993735,1
1.4989383786208466,7.077187715013904,0.009415049555223763,17.85883948208513,2.7482402470018017,0.39263375232388353,0,1.500821568818327,7.077052710476113,0.009066703799040881,17.85791234054572,2.747022940585424,0.394382703325666,1
2.5013006177135564,53.77682126664459,0.9603380817343699,105.050561479566,1.5785346971158765,1.4037327876224959,0,2.4999538421566387,53.77313257229271,0.9604991246535621,105.05077716170597,1.5791978763687027,1.4040379681305812,1
2.969384281054903,25.6468305589868,0.49938123370209886,1.9527725269342089,0.00870590780427869,0.03648647440730843,0,2.969208460032808,25.647500900201187,0.5001223109689459,1.9533403741212827,0.008599007425272729,0.03760616739281742,1
1.0559915495882795,56.17341446812588,0.4995147182389687,47.94691749684736,0.0205709164946997,0.02618933018106711,0,1.0554139085227476,56.17360011390927,0.500400980389215,47.946798136059805,0.019544667014834746,0.026319801942571875,1
2.276182478497488,38.39797245104142,0.4998575356493633,81.8103016419002,0.012862536192543165,0.0643765854042126,0,2.2766164264937685,38.39879437035,0.5003437766533821,81.81048440889504,0.012745685614580884,0.06399322739222345,1
1.0229081813525087,52.232036756846554,0.49971138289162187,171.54633013171954,-0.002372969368804278,0.029167100512729024,0,1.023276937817616,52.23185957462677,0.5006875661527579,171.54626930322638,-0.0019549365027976334,0.0295490406411715,1
2.5008875073319086,31.461696830936347,0.9991762315603909,308.6419939332441,0.05620767776543679,0.11290887145015288,0,2.4995490895815604,31.46212351817986,0.9982252981326363,308.64437276963525,0.053055285046786665,0.1106424567481234,1
1.1924833790468454,24.625934259527067,0.49916231505348885,43.712754702861766,1.1377610651432448,0.2154058724876431,0,1.192841968828329,24.62466313935191,0.5001230175983848,43.71294546466375,1.137565582871878,0.2160803955256775,1
2.995944046980465,24.568381762619843,0.49950520326666586,8.2379888520788,0.042642649844099566,0.030129034304577397,0,2.9962904555075345,24.568602584596764,0.5004540715077275,8.237829262247883,0.044538153220048754,0.029902733078630728,1
