SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species,n_SepalLengthCm,n_SepalWidthCm,n_PetalLengthCm,n_PetalWidthCm,n_Species
6.584340806789716,2.13614376622934,4.414880640073227,1.649628346603077,Iris-versicolor,6.584106981832928,2.137030621718944,4.413740853453141,1.6513225277098544,Iris-virginica
6.621363800139782,2.9066017466475684,6.287322275657241,1.7478603594432613,Iris-versicolor,6.622445179251393,2.906924553858399,6.290522399685271,1.7502019449509376,Iris-virginica
4.614115575818557,2.7949151666419914,5.185081119967699,0.7997209053290968,Iris-setosa,4.612943691828786,2.7956146347148576,5.1803721094015405,0.8005253064214743,Iris-virginica
7.754006422893362,2.9770413728674394,4.947276530694993,1.567739201420484,Iris-versicolor,7.754362577259642,2.9777803715630227,4.952964834788033,1.5673504117464125,Iris-virginica
5.975300250420982,3.174330863277705,3.991195756881878,1.6487819776786596,Iris-versicolor,5.97537277955208,3.173574165226845,3.9887599102849958,1.6501273182494072,Iris-virginica
6.465504981768234,2.5810821863627824,1.7813513567021908,0.7997972081952477,Iris-setosa,6.465246363400075,2.5819026180467093,1.778908123063036,0.8005776505229947,Iris-versicolor
5.661121733592928,3.528143263567433,2.286242336574256,0.799077024545957,Iris-setosa,5.659709447180758,3.5264768462898863,2.285123209368372,0.8012934168939418,Iris-versicolor
4.33806664598566,2.4758663751952943,2.158576522347952,0.7992923394182914,Iris-setosa,4.3413968114933885,2.4765286946088434,2.1564589391907645,0.800278455215113,Iris-versicolor
6.909158707357868,1.9979305255387438,2.2025064684878073,1.6492722774305453,Iris-versicolor,6.907144421800158,1.9991230581399353,2.205380349690177,1.6515910675826013,Iris-virginica
6.408121225579291,2.3186197483079667,3.9431516260792976,1.6484681172232392,Iris-versicolor,6.407857724859524,2.3202293700207246,3.944478410779947,1.6500517798734842,Iris-virginica
7.613301224726615,3.873970125237099,1.6692863178097967,0.7990864403519077,Iris-setosa,7.611133644325783,3.873879821442982,1.6669550549171448,0.8004075404090238,Iris-versicolor
6.962665024730542,2.685846343139793,1.0092021895324133,1.6488390621695357,Iris-versicolor,6.963532275696013,2.6864632399627304,1.0096175485425678,1.6511225773729108,Iris-virginica
6.349972966710512,2.7680093041664833,4.681598339976443,1.6495579932989637,Iris-versicolor,6.352977921318847,2.768176265564993,4.683514083453355,1.651311356727646,Iris-virginica
7.1864326453052385,2.507994612392015,1.2989028067192538,0.7978523375710094,Iris-setosa,7.187542740094189,2.507085775067371,1.2972289486294037,0.800004229988125,Iris-versicolor
5.8364284673021025,4.3196829990685055,1.8465444588056399,1.7505374441277042,Iris-versicolor,5.839207209803393,4.322016119584506,1.8437818326454174,1.7487912085231672,Iris-virginica
5.532425293934579,3.030385293903104,4.354306663396247,0.7992944500288723,Iris-setosa,5.533326021478147,3.0294368447094002,4.3519805264058915,0.800275570857931,Iris-versicolor
4.883298772537048,4.149915779617542,4.92609604424044,0.7985222973371354,Iris-setosa,4.883642222689326,4.151045289884585,4.926310799091528,0.8005556936162461,Iris-versicolor
4.594207076753466,3.255793962431809,2.675384240940527,1.6490059038075198,Iris-versicolor,4.594805248793556,3.2556940755992816,2.6746900422300786,1.650639006851894,Iris-virginica
4.9044682269408275,2.49405397479517,4.593117468829986,1.649649115180544,Iris-versicolor,4.904271828829129,2.4951627303881945,4.593871241392462,1.651177609838991,Iris-virginica
5.627437375107279,3.0948191630264064,4.4973859927839905,0.7994114179510118,Iris-setosa,5.625899966128348,3.094117887838101,4.4978310700314434,0.8012602199580802,Iris-versicolor
4.840056038493717,2.2747668928125533,3.7679321378533603,1.6493894079496592,Iris-versicolor,4.836473774825218,2.2747640595076204,3.7677278993145307,1.6500474349708638,Iris-virginica
7.029124680054201,3.0044259309534613,5.373033834794064,0.7994338373775289,Iris-setosa,7.027633704592236,3.0059973670970503,5.371590103712099,0.8012517638170158,Iris-virginica
4.714607766146116,3.907273799320575,1.6193239565189346,0.7991464588612457,Iris-setosa,4.7131189406826905,3.9096135353292434,1.6186298590001034,0.8009643293889943,Iris-versicolor
5.357617408744923,3.698822518314568,2.951528254468737,0.7998358267264634,Iris-setosa,5.356245721190601,3.699221546994502,2.9540015157188417,0.8004253485682092,Iris-versicolor
5.251614322128609,2.4687579438428746,1.1598913777706477,0.7993679663488579,Iris-setosa,5.250436354015591,2.468578234412505,1.161455688998739,0.8005532923226198,Iris-versicolor
5.639036889683569,2.2398123060799167,1.811824345705032,0.7985549297882666,Iris-setosa,5.640984929819396,2.238717480033076,1.8112739076337991,0.8005964599055659,Iris-versicolor
6.000517775375168,3.8067771258586056,5.766728528125067,0.7993322934306768,Iris-setosa,6.004106978785535,3.8069865015670956,5.767466141796583,0.8007307077811349,Iris-virginica
5.619706609403694,3.088876820739596,4.0465155043616825,1.6498354046943962,Iris-versicolor,5.6167923551581085,3.088769649926396,4.04782586967516,1.6519370075188147,Iris-virginica
4.343567008857405,3.214173204609351,1.856219591913125,0.7992604676332616,Iris-setosa,4.341966012907473,3.214130954035224,1.8538650032271295,0.8010537605815046,Iris-versicolor
5.824104884049306,2.7970032496609254,4.734356887356459,1.6494552100008477,Iris-versicolor,5.822759413354557,2.795822297898928,4.733977594810965,1.6504117380595462,Iris-virginica
5.442496561577322,3.0215754247270596,3.2654975751414725,0.7996101406554467,Iris-setosa,5.441994485688404,3.0222909903991058,3.2659929521537423,0.8013314583942395,Iris-versicolor
5.535705880202083,3.23481056034208,4.15806183629361,0.7980825915454293,Iris-setosa,5.53498701968403,3.2363399809560827,4.157909548818699,0.8004053143776522,Iris-versicolor
5.013682727232148,2.4083361539193335,4.565665892368971,0.7999131303644389,Iris-setosa,5.015407767242329,2.4079624000210322,4.570474605771815,0.8017914734454012,Iris-versicolor
4.992314982061554,2.780217699631847,1.3958406088976871,0.7994224312020141,Iris-setosa,4.993468883009174,2.778804834879612,1.3961269170934796,0.8006497975023903,Iris-versicolor
7.684244634535028,2.521571198594701,5.377927731836665,0.7983273859275043,Iris-setosa,7.682409532695416,2.5219817705240106,5.375073877977458,0.8000004399419276,Iris-virginica
5.829028018716496,3.299600044264206,5.612098343551701,0.7991421609311653,Iris-setosa,5.8284920357413545,3.300126625067965,5.6130599501616905,0.8009001746550226,Iris-virginica
5.815479647637243,2.4360268854858664,3.8483601474306584,0.7996217410984106,Iris-setosa,5.816580191563922,2.43693736512063,3.8454664633449442,0.8003347143669842,Iris-versicolor
6.738277976591996,2.2417685205928177,3.1702599271483893,1.6496021224466393,Iris-versicolor,6.737210075930985,2.2430145137880193,3.1730460187805316,1.651086221183551,Iris-virginica
5.2960801465002225,4.0290306984285085,1.5836829452476908,0.7994860100329749,Iris-setosa,5.295357609512929,4.029033967560512,1.5833943031109126,0.8000847768119345,Iris-versicolor
6.953617436237833,2.174412185894107,1.8003245071096219,0.7991233571034325,Iris-setosa,6.956015665806238,2.1724859711493285,1.7978128178807717,0.8013528350143271,Iris-versicolor
5.181909296918519,2.1881107950193868,2.8009992586569576,0.7993586267788805,Iris-setosa,5.182031659618641,2.1891171143727006,2.797670782043516,0.8002592664583945,Iris-versicolor
7.458909931570167,3.100140675931276,2.1146018349865443,1.862888223960758,Iris-versicolor,7.459519588366777,3.0988740542637547,2.1149038035810372,1.8628383950881138,Iris-virginica
6.368643458807926,2.3740031638848276,4.948697171148128,1.2843143816145035,Iris-versicolor,6.369706157628466,2.3756341713154687,4.951242206382375,1.2826432648716302,Iris-virginica
6.041464758481835,4.147382391229568,6.471429927414226,1.5507777696675484,Iris-versicolor,6.041783667598501,4.146399414643822,6.471816312259719,1.5488045162793413,Iris-virginica
6.93235308508547,2.5920837818245035,5.565427906519348,1.7482429820515692,Iris-versicolor,6.930387307681796,2.5905935924584873,5.5625527947240325,1.7500708805748633,Iris-virginica
6.372750856176002,2.990159420539114,5.652897737433346,1.7499499651807688,Iris-versicolor,6.374942861769944,2.990804808967538,5.6535588925960845,1.7513912766861206,Iris-virginica
5.445429252474891,2.8884090348948623,3.060986093319271,1.6477954135086361,Iris-versicolor,5.446730355775671,2.8878148876462797,3.0601584732738085,1.6501932559794252,Iris-virginica
