bc_id,output,distance,x1,x2
1,0,0.42237383542666845,-2.9476189473175047,-6.795742898943718
2,0,0.8110504897185569,1.689352625072207,-4.58319733515227
3,0,0.3712999989932061,2.1604114632053344,3.2395675053700734
4,0,0.6539707441753405,0.8180886482124431,-8.728981708173183
5,0,0.4792792129345744,2.3676920954505323,-0.13466091549249715
6,0,0.5589153215663913,2.352357033218379,6.625336905182974
7,0,0.6822884336874793,-3.183065075093324,-10.007030933419799
8,0,1.3746556825959098,2.170641467725774,10.003987435393944
9,0,1.054259125777792,-0.7743585740793253,-1.144201112006636
10,0,1.1926189239390306,-2.9427685059988,-3.567230879356441
1,1,0.9615465603119954,-2.9540703512973057,-6.784995593079853
2,1,0.6303372896413758,1.6781708001394737,-4.594902463341992
3,1,0.6978959053203369,2.1598064712609104,3.2432101657110977
4,1,1.582096080574656,0.8046689020566575,-8.720676025008519
5,1,1.2768993389898267,2.3481788773859473,-0.14884625787226735
6,1,0.30792080485657636,2.343520257136544,6.614064451344177
7,1,1.2140010937870085,-3.1865717207229234,-10.011229846336253
8,1,1.1736478104860069,2.1581329836500984,10.017117815213107
9,1,0.39083702889071276,-0.7881101357677452,-1.1317178333065467
10,1,0.5501366062163905,-2.962135169420129,-3.5605093999452255
