bc_id,output,distance,Alcohol,Malicacid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoidphenols,Proanth,Colorint,Hue,OD,Proline
1,1,55.56054543032821,13.175609155181556,4.064598370633184,1.8187372000498894,21.699119027075888,122.82904603415052,3.204503959021285,2.325142972293234,0.6537436212104127,1.833742783319975,4.2913390583813085,1.472297711880818,2.8521035485504482,679.688864130198
2,1,63.06243876113985,14.184870015511542,4.775322975773311,2.2627335994887794,16.006428958883536,124.12542061260174,2.6706668736020496,1.5756441392202312,0.4424654066948212,1.9683627078660477,10.071575362425456,0.9872022954189024,2.697494610726083,1372.0775639004198
3,1,46.110259503664274,13.17705877884049,2.1959136546997198,2.455599846588321,22.14883351886037,99.55211425871292,2.1135644279945818,3.0025359941077086,0.30837377021949103,2.0162265197484888,7.47885219216172,1.1451080973803522,3.1209774035910014,692.8865719264949
4,1,46.2525989712411,13.175308693487354,4.035641804024699,3.20286204333834,20.470926748975074,101.61840142026449,3.4192675577814775,3.05281742275668,0.4976580456007784,2.1425180112853126,4.3341932265187175,0.8585161751725346,3.535296893868549,691.7862163232321
5,1,22.57793783975105,13.849995747409178,1.2841536983684068,2.8122057236748272,26.643689316995278,115.19125879811037,2.230380178807598,1.5758271035876135,0.43424572802635714,0.44539809243242945,3.507090155376926,1.429957470677765,1.7682598877899771,1010.85668361952
1,2,25.35608975120719,13.173326649738089,4.064317770656237,1.8186247611513977,21.698857223171338,122.8282332897995,3.2055972728115845,2.3249365272170057,0.653554335533947,1.8333818190851652,4.291070513915622,1.4721140857922015,2.852237041251007,679.6888459135467
2,2,436.8155828439054,14.184534508057501,4.774226474315554,2.2631727462322764,16.006759997524533,124.12528777054179,2.670749275662295,1.5725445030282896,0.44215270499249726,1.968496964197821,10.072773844295345,0.9880754093069131,2.6962883688064765,1372.0778546784936
3,2,15.298647838652258,13.17441680736038,2.194894008059629,2.4550842888669626,22.148281906776354,99.55278741526449,2.1136476569159504,3.0025144500905077,0.3081800746974893,2.01796816721179,7.478688719819312,1.1452763215232458,3.120881392616832,692.8852771424254
4,2,14.512412341486481,13.172256706664585,4.0352191782335876,3.201769278640462,20.470854353884835,101.6156184631333,3.4176711221375826,3.0530522442117998,0.49734910045562897,2.141493585772017,4.333762721065111,0.8576016484101492,3.5359779049124342,691.7866384335033
5,2,87.84496469082544,13.849653688271323,1.2863619749818527,2.8120402336525636,26.6446512363203,115.19185089789207,2.2309406021523275,1.5747882930291097,0.4342803301957238,0.44251062158877136,3.5081192415022806,1.4297028039924244,1.7688423916007652,1010.8559581316159
6,2,11.54974253788461,11.89787490348046,2.053842250610125,1.9805098045828364,18.880787514577403,95.45268823028455,2.496242555729657,0.48290217627322674,0.6057098195467372,2.3562305162045547,3.9061316407687334,0.9700060544466931,2.888878685894736,613.8296824251549
7,2,19.020107960928954,11.190120593613317,1.9903791997629923,2.1065041612769675,21.454525994874487,120.3912804447221,1.4926665026731776,1.5768791203123453,0.26565472432779125,2.0636067948314776,3.976737169661801,0.6648756350678056,1.6187587742135634,345.92807539393135
8,2,11.575619824444507,13.431806477058528,2.24584774146616,2.603716521896689,19.586317355311767,91.33623300892931,2.0102504813178217,0.8141475671447826,0.4780678200902073,1.968491919495722,5.436573268204656,0.9709867103559657,1.8035883893028137,476.2989453149952
9,2,297.8195088857231,14.47556922021795,2.8057726971326797,2.6996709119042466,13.353198631513784,110.5542802314645,2.9769084901307954,1.5442692943914793,0.19957460821777442,1.006935885597285,9.388866027522319,0.9703771226611003,2.907775705397463,1230.1891010367942
10,2,61.33445737455936,12.045588522047174,1.3486888465720814,2.0520850458796165,22.943924081739656,149.38512335014295,2.899462918822132,1.182831060978243,0.5218935735974731,2.371271648305667,6.612485113152374,0.9709936533166823,1.3445364543292768,565.8246315244234
6,3,12.61793571180334,11.897878456454945,2.053842877455499,1.9805106321164818,18.880797761697472,95.45268408971921,2.496249729311012,0.4828990687648754,0.6057205087966121,2.356228720042674,3.906125073415354,0.968777500620012,2.8888703252365904,613.8296781299354
7,3,80.16045285931672,11.18956854828696,1.9900000156024087,2.1061427338557652,21.454946956327493,120.39087212191775,1.4936650669115448,1.5746807939197969,0.265416061726373,2.0633530820820885,3.976899937548647,0.6641262068634842,1.6189197238849793,345.9280101150147
8,3,9.543628370999798,13.431928056766505,2.2465383606639304,2.6037512035086703,19.586400340474558,91.33653106455176,2.0097033633710155,0.8141160434485424,0.4782468004431043,1.9685506117959957,5.436680806653415,0.9698897916829063,1.8035451039589587,476.29908415200146
9,3,375.24443385687346,14.475195259955811,2.8069664780832877,2.699756027091785,13.351999178833648,110.55547499300505,2.9760190179286425,1.5446456591053348,0.20005024856474884,1.0076160055048622,9.386696318280777,0.9697142707474393,2.9077316118750005,1230.1905856233006
10,3,43.71391576228074,12.046145075200648,1.3481687827456228,2.051939576308277,22.943967582403342,149.38654648267502,2.9000585414786415,1.1828095417810527,0.521592778782627,2.3722259130487893,6.612902987812315,0.9698006680204696,1.344136949182651,565.8240884834679
