SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species,n_SepalLengthCm,n_SepalWidthCm,n_PetalLengthCm,n_PetalWidthCm,n_Species
6.1510405033226165,2.5212915189672938,1.6602263734917657,0.7979680576988982,Iris-setosa,6.149390331935385,2.52159184872896,1.6603739462082046,0.8003013700115017,Iris-versicolor
6.388218612862307,3.3401480588140156,5.494136314249479,1.5506109474774625,Iris-versicolor,6.387411034967541,3.3409426646779377,5.494608966215124,1.5482761414475659,Iris-virginica
5.47247751394343,3.374312654850484,3.5367727510713265,0.7994064220462781,Iris-setosa,5.473357786462166,3.3742920126023357,3.534637920298059,0.8009194445548764,Iris-versicolor
5.456989988326834,3.7230801462605827,4.69395424686863,0.7995202328644763,Iris-setosa,5.457165504865465,3.7238211063010933,4.6901908932334555,0.8016984565474023,Iris-versicolor
6.11887917944149,3.304756763816552,4.847833747312039,0.7997081507316338,Iris-setosa,6.119334921364248,3.302809225896784,4.848195411579776,0.8005607628380573,Iris-versicolor
7.803954121277003,2.530390730579096,4.589313092984495,0.7983598705917165,Iris-setosa,7.8024750330017305,2.5301228507101516,4.587971265685376,0.8002790070957086,Iris-versicolor
6.552729441452138,3.7003932409166813,6.5108860867111495,1.550654384553759,Iris-versicolor,6.550566079278844,3.700921233633904,6.513713396273855,1.5492346447197167,Iris-virginica
6.00722141613748,3.016372288837409,5.046936160191186,1.749544598220136,Iris-versicolor,6.008612475954985,3.0156691954543335,5.04955657786159,1.7513411079557806,Iris-virginica
6.648647771237344,2.768539474504219,3.5520714135836315,0.7997264563699026,Iris-setosa,6.648749549200639,2.7674365179862748,3.5549635826081247,0.800411958495278,Iris-versicolor
6.6651363680234255,2.7625965653817253,4.100420982768582,1.6498869129250824,Iris-versicolor,6.667672729647255,2.7649522108311517,4.101983307361766,1.651576996613756,Iris-virginica
