SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species,n_SepalLengthCm,n_SepalWidthCm,n_PetalLengthCm,n_PetalWidthCm,n_Species
5.951465905319265,3.0475182946711294,5.740384907239173,1.55140274849142,Iris-versicolor,5.953509558826363,3.0470346075747865,5.745375148138218,1.549431273965729,Iris-virginica
5.782883068724293,2.7540708381367565,4.1769350088125154,1.6487895070982581,Iris-versicolor,5.784540704058413,2.7534427372148853,4.1791971744233045,1.6507033319558337,Iris-virginica
6.167401754884231,3.0958787578603997,2.732998559525018,1.6495034400537305,Iris-versicolor,6.169989626009693,3.097072101745378,2.7331105116474377,1.6501703011345168,Iris-virginica
4.870044759080184,2.8973501271631665,2.4458941419093287,0.8639334277677545,Iris-setosa,4.870644896888096,2.8957199950704138,2.450097285933944,0.8634024735275564,Iris-versicolor
7.136715258768228,2.4871517336120816,2.4492246764321024,0.15757215518011253,Iris-setosa,7.136777183240064,2.4873936078576184,2.452300724974404,0.15821107919581773,Iris-versicolor
4.708560303552045,2.5546592334933957,2.4491874150055164,1.0466593619056173,Iris-setosa,4.7079656870203905,2.5551876313776845,2.45302057456351,1.04662953023001,Iris-versicolor
5.419184108177637,3.101734416247947,3.164312376752751,2.4677001162438494,Iris-versicolor,5.41875715054335,3.0999058575004774,3.169030051465208,2.467498777659662,Iris-virginica
5.338473427110194,3.0607666665330973,2.445773493024074,1.640423196267329,Iris-setosa,5.341501083752317,3.0611838656035166,2.450020429920044,1.6385254219397283,Iris-versicolor
5.3296259496380305,2.829898199507612,2.4479245675622363,0.33861913384478964,Iris-setosa,5.329267092714388,2.8310580785658814,2.453326538020656,0.3386551879743651,Iris-versicolor
6.449018944451914,3.4768821666190166,2.448756611835102,1.6086790342797368,Iris-setosa,6.446725518886885,3.4750305378196407,2.451607335536831,1.6072202439516161,Iris-versicolor
5.117225847370724,3.3238264609646992,3.055264010858032,1.7511235697583387,Iris-versicolor,5.1187152762039085,3.323644246839558,3.0563496348152825,1.74996473176386,Iris-virginica
4.515624876578306,2.558106726933163,6.557524118902964,1.7496723536512129,Iris-versicolor,4.516147949893586,2.557898162134441,6.559747566996688,1.7514022235241462,Iris-virginica
6.243046930676516,2.414349788742113,2.449935325082258,1.2182303315864502,Iris-setosa,6.239867972337273,2.414132024709261,2.450494720171409,1.2186217672766428,Iris-versicolor
4.3371807242944085,2.3047375190344277,2.447294161419604,0.24076168063842546,Iris-setosa,4.337970298643147,2.3035063925634223,2.451806870362002,0.24179947211466177,Iris-versicolor
6.108920075853009,3.1866950554906137,2.4498780242313667,0.4307666927450096,Iris-setosa,6.109135332552096,3.184491015522456,2.451719560611337,0.42974809427259986,Iris-versicolor
5.9223508134956635,2.603265339770709,2.4495189342731396,0.32173064808151075,Iris-setosa,5.9212126011952755,2.6042382168843146,2.4512284486150913,0.3222675144167416,Iris-versicolor
4.994110979055212,2.8235240453549966,2.4495715676335563,1.486260283193654,Iris-setosa,4.9973341105235685,2.824544841067716,2.454321942362211,1.4882227771937133,Iris-versicolor
6.1179396708977345,3.0067823195867103,2.4478775673680575,0.9630662620040036,Iris-setosa,6.116056782012416,3.007991992808836,2.4518963608296462,0.9616237302906098,Iris-versicolor
7.3927693904136875,3.420964881483215,2.448621017163839,1.1574659357071042,Iris-setosa,7.392209325533039,3.422308074519152,2.4529679724042435,1.157612147908665,Iris-versicolor
5.755046807503046,2.581962434687329,2.4475846105195465,0.4800149642858949,Iris-setosa,5.755638503371015,2.5830270120093615,2.4503505205750513,0.48220092673188175,Iris-versicolor
