x1,x2,class,n_x1,n_x2,n_class
-0.6660207865019186,-2.9691027537820864,0,-0.6488969569613555,-2.9685224551227263,1
2.1701021997887784,-0.1344561901147,0,2.1562809657805,-0.13438328753845158,1
2.210618421317525,7.71914185199414,0,2.2280575893966916,7.7365632166990626,1
1.6957219849206706,-1.3626702473890988,0,1.6833753010092813,-1.371660746940384,1
1.6914890523556796,-4.880246142444575,0,1.6768887686825837,-4.889420091573662,1
2.2022277369616843,8.187540480014674,0,2.2186934215052165,8.184968618653084,1
1.7059990290071165,-4.392894999738935,0,1.6871785315343144,-4.384791525349462,1
-0.6654362404602844,-4.363875309206086,0,-0.6510577713505137,-4.369697821097851,1
2.3512094279170443,0.7365716246493366,0,2.33383272990827,0.7182690762123345,1
-2.3946669540893,-1.1412045751096855,0,-2.3900738683559406,-1.122724427444839,1
2.2051064070294526,9.908191685974641,0,2.2206583908791244,9.915272475623702,1
1.703655672598073,-3.637206960006014,0,1.6850549510316306,-3.6527909189010987,1
2.2045832971805264,7.154698170944117,0,2.2155710869141236,7.169220544604357,1
2.3558467721527157,3.043981423345531,0,2.346632078191091,3.04142750562671,1
2.1633085157518304,5.740081651718402,0,2.153342696669671,5.756525676598175,1
-0.6604607573591089,-4.741274866328067,0,-0.6483206109482434,-4.755127797877459,1
-0.664090096559793,-6.470290313648961,0,-0.6466157510704065,-6.478162750088871,1
2.160513748040474,4.250477894820594,0,2.1506465217002484,4.238251925442498,1
-1.576621210260439,-1.148301828651557,0,-1.572593610484323,-1.1290421401391484,1
-0.6742343785727962,-2.2342088875070294,0,-0.6555771749484793,-2.217895534054767,1
