Pclass,Sex,Age,SibSp,Parch,Fare,Survived,n_Pclass,n_Sex,n_Age,n_SibSp,n_Parch,n_Fare,n_Survived
2.386367424882255,0.4992838400543874,29.153271232685892,0.006664911789899377,0.1002865906634095,44.93943695843009,0,2.385965564590038,0.5002822556791807,29.152464962570956,0.0062230141029889,0.09952592575376605,44.9394576528569,1
2.9915176028745134,0.5001347664386611,1.4964052090436448,0.011998493776247093,3.0590707450379897,2.0313838981652634,0,2.989868046516351,0.49999489797541785,1.4946987832104106,0.013097628551794447,3.0592669171236517,2.0304369622979346,1
2.30157237214906,0.499340695901379,24.787599313017537,1.413151265712588,1.5274744080702438,24.870662674455296,0,2.302684152141344,0.5000944272056325,24.78965493824794,1.4143378349789706,1.5291648872474657,24.872353232134785,1
1.1149931596987324,0.49973085235674086,47.27125347668385,2.0969111716292104,0.2778581851750635,350.2611843378071,0,1.1148959545094284,0.5005161442842133,47.272261717777,2.0969790958681083,0.27525134800217826,350.26205354408785,1
2.98294667306675,0.002919712259170337,9.500387351663598,0.0006281960776965796,0.025510310298141586,287.1711480845045,0,2.9840804291164003,0.00354478777388668,9.499566766627304,0.0003607850569943698,0.023864185134885727,287.17014112546997,1
2.500672937174375,0.9819658560136992,30.56171489978997,0.06612363112323928,0.03785436835031686,21.42567573084017,0,2.4991444952817683,0.9823096091215044,30.56200095952562,0.06583028712598915,0.0382184806051144,21.426625073021548,1
3.0002508823922276,0.49940157794916207,13.817925155218768,0.008259962760555482,0.030369537583556958,3.086489057758238,0,2.9999950639269564,0.5000680095329799,13.819595212179717,0.008086983728500103,0.029113955261663604,3.086077788819967,1
1.0209993874154055,0.49975805604708706,49.37648700126557,3.1156033016119524,3.16322918958635,-0.17024965487220728,0,1.0217952616497035,0.5001509438221429,49.37651584089202,3.1156459806304326,3.1631403383490997,-0.16894433827858224,1
2.5003239576041176,0.9915154181571781,12.750904061093177,0.06608113594603761,0.11866447986235021,17.671657651616222,0,2.4987346805363186,0.9912005694381864,12.75310751358096,0.06260106864627878,0.11884502462032157,17.672960636326557,1
1.701756717701943,0.499887631253432,16.515753822847245,0.029093452076790018,0.00412173704966014,490.4733050544876,0,1.7015975182404517,0.500227602588291,16.515383006710017,0.02855458128368381,0.003974000473176744,490.4735865545956,1
