age,fnlwgt,educationalnum,gender,capitalgain,capitalloss,hoursperweek,income,n_age,n_fnlwgt,n_educationalnum,n_gender,n_capitalgain,n_capitalloss,n_hoursperweek,n_income
20.488167329699287,303264.79793201893,13.74653187710216,0.39430649419186853,99656.57474826297,1428.707926254773,32.26689246369803,<=50K,20.502539856555256,303264.78930223925,13.742842251633265,0.3945043409938522,99656.5803316036,1428.7009849396784,32.26138301366022,>50K
82.703273767784,1.3608424278408973e6,13.206486691537952,0.5005408469702963,3245.4556493172913,54.203605282456344,63.24058886990977,<=50K,82.7028985577865,1.3608424278971513e6,13.206918863162619,0.49989192982948,3245.456161859122,54.20330576694637,63.240608328004264,>50K
33.49486330316468,998621.3641609056,14.256931622686658,0.01199798578606577,2480.8351999050865,21.261675070807485,48.052115529159565,<=50K,33.50438144831915,998621.3877688721,14.255710767648106,0.01222224687129796,2480.834805051867,21.262131324467678,48.05381588710577,>50K
44.26784687883501,598067.2885438319,2.589295683036343,0.49954493164203806,132.15461761573903,1830.885299515738,30.19919165602791,<=50K,44.26477894293865,598067.2864095739,2.5930643343701947,0.5003315434000281,132.1518730236288,1830.8861119008839,30.198654480014934,>50K
56.052229907881504,757456.5383776501,14.499972775833669,0.967780792854552,770.3124174610795,1240.0944967799967,78.44115277066659,<=50K,56.054586846930036,757456.5442055628,14.513660724938404,0.9682522354750555,770.3077596022002,1240.1203598814418,78.44211169111409,>50K
20.49454448767545,688251.8765759515,7.844939507949867,0.11776658785853454,77285.33950196774,174.93919629072252,33.41286443959298,<=50K,20.5091634511331,688251.8534300592,7.846301419112914,0.11858056199511968,77285.34002946955,174.94141492064102,33.41391161382706,>50K
38.004920379600115,13524.194156955497,12.493424604012878,0.00972084611542271,1539.5494043580036,32.13839932656336,37.253053659803,<=50K,37.985639619586706,13524.196062630408,12.506331419580226,0.008732338167453068,1539.5518604117883,32.13213200819114,37.26554223835085,>50K
49.85055165681124,243251.77875070943,14.626298838596094,0.5004123168093482,7011.326840494619,31.90312226173158,41.01345672415392,<=50K,49.83944902337307,243251.78487840595,14.611602372849452,0.49981198956334677,7011.326453077533,31.91178078549491,41.01802230586693,>50K
22.495479815214978,391102.0017820914,1.4983543883165995,-0.00015383737712377533,95182.0555015087,419.84558791746167,27.2741251755735,<=50K,22.493829827946374,391102.0100256977,1.5029969143237696,-0.0007863313154001595,95182.05182748678,419.84766998391285,27.276862306458607,>50K
67.6841516916915,144396.45717349218,12.498821425180585,0.0221627328462048,359.5541204570113,25.63424043469962,70.4187270621056,<=50K,67.6853626360493,144396.4541872974,12.500829459685265,0.021663755813300073,359.5508184802359,25.63251298265452,70.42078486275726,>50K
52.35073371923552,1.2348944621294518e6,12.499239619592478,0.03852516130882043,1874.812755771338,66.26261077869188,32.390777143500934,<=50K,52.34799497731742,1.234894457365662e6,12.500650459058562,0.03830395203861829,1874.8138725748795,66.25928936766687,32.38430287548414,>50K
70.74541443332195,1.4883855022066135e6,14.200191893672683,0.5000796534786369,2481.617212269522,48.389895669481646,39.47266002282669,<=50K,70.75116289067823,1.4883855012116528e6,14.201344462664643,0.4992130548004951,2481.619048133841,48.381891986199825,39.47517845272676,>50K
82.61542445892565,860823.2360355469,12.495160756012831,0.0070482988027257415,520.1611068938939,135.12359490861064,39.19051210314201,<=50K,82.61770362529779,860823.2342861054,12.506530313273059,0.007598482319973025,520.1631672232525,135.11548379540304,39.19205079099502,>50K
20.495221395030597,1.1554827368937314e6,12.313321383433278,0.7012128678070214,98906.63452579283,115.5858651030351,3.2371013136854714,<=50K,20.50784340863342,1.1554826686455195e6,12.316110543695753,0.7014713986241425,98906.71341826957,115.58076775834061,3.1836500597265855,>50K
79.85785364673241,1.1110206071383755e6,14.498487760627805,0.9470848614105463,6812.502635821525,21.373950842193672,96.9155473973953,<=50K,79.86572260907724,1.1110206093424058e6,14.500839911741187,0.9474622813956175,6812.498099473391,21.38176914690031,96.91808573851374,>50K
20.473070635794958,925239.4153115585,2.409284548471976,0.9208249885440793,83257.14833187939,113.63999003730663,65.38586558246666,<=50K,20.50826579952082,925239.4199149372,2.417582858779904,0.9212180172880383,83257.15848091588,113.63433901558797,65.38569025956402,>50K
55.274705380394934,444739.6144236627,12.498354231121832,0.05397126920117146,722.4725295229771,5.7630605786956455,67.01697978655316,<=50K,55.27056041996963,444739.62633383705,12.50615195452905,0.054085542499128295,722.4788625287242,5.758265836535742,67.01639140859321,>50K
20.489424516746553,90150.16100066791,13.689858934302432,0.4365620585979325,82545.24148555714,20.207600636233792,79.98425481485458,<=50K,20.505029363273408,90150.16221701962,13.68373932162868,0.4373984313164663,82545.21193701016,20.217502377309657,79.96726311118064,>50K
20.477896180631145,508854.5706223051,14.501923764651728,0.7178211032786999,79458.10605507978,108.3542442535022,12.347292332666841,<=50K,20.502986206443673,508854.58657018706,14.501637512877668,0.7175872901332827,79458.10720676888,108.35656649573224,12.333443743575524,>50K
34.371113997593916,342911.7489770101,13.664361947770775,0.5001310711201026,-82.28503031114171,3.441745810486151,68.60399320225157,<=50K,34.369720912631884,342911.7491245105,13.666650605658068,0.49959397830180763,-82.2869968413328,3.43839948817266,68.60881143952086,>50K
