buyingprice,maintenancecost,doors,capacity,luggageboot,safety,decision,n_buyingprice,n_maintenancecost,n_doors,n_capacity,n_luggageboot,n_safety,n_decision
2.8146754115983468,1.387859769582419,0.0392795928399957,2.9032628303148775,0.18465223902155253,1.5003337721461083,acc,2.814576741179109,1.387087358172447,0.03694047394877828,2.9032679374732795,0.18576896988574076,1.4988955180046528,unacc
1.791546614760909,1.9030752475968882,1.350052670353566,1.6807071976726133,1.0993952963691875,0.5001694194806503,acc,1.7917567928244458,1.905319738325817,1.3504447697685125,1.6807304979877307,1.0984935853373017,0.4990346898064525,unacc
1.3220717923681289,1.5013637652379992,0.4558363466585913,2.9972282256087275,1.978535910957616,1.9140257540349943,acc,1.3236397449459651,1.4987345885817913,0.45734001531205876,2.9989784744354435,1.9779378975710324,1.913959854821765,vgood
2.7229152568715156,0.0017631773738502519,0.027783219635985755,1.5000734187054658,1.9864562134628425,1.991503762678357,acc,2.7226891087638854,-0.0005306814678538193,0.02884670147530147,1.4993855116079655,1.9875007985237918,1.991896745398836,unacc
2.818357106155258,0.0444397996195184,2.9939850542953454,1.5002188245759143,1.9740410362330414,1.8114957051661567,acc,2.8183838145674427,0.04387100843535404,2.996038700008945,1.4992134781115414,1.9731778146369447,1.8118719548137143,unacc
-0.0029094134056166557,0.8477466757846718,2.9921865860756394,1.5002720316166096,0.49151010206426987,1.9997932917504728,good,-0.002588074981658808,0.8485986158639339,2.9925647330466596,1.499572545251801,0.4909176959838417,1.999330922954069,unacc
0.010821014179142075,0.027473558393167504,0.5007416341162655,2.989616954303836,0.004981044261781983,2.0009623652179043,good,0.012013410386587254,0.02810543886934257,0.49912853085670433,2.990589013202285,0.00442984404442367,2.0006303145143267,unacc
0.014463501761391138,2.8481727040250653,2.9816765154417166,1.5000083133366222,1.855079972831352,0.891289369450718,acc,0.012875620485666886,2.8481833147164566,2.979227423072285,1.4982194525326173,1.8563639964528351,0.8912634942581901,unacc
2.643496164111709,0.2155624790381364,1.2382866540515396,2.950435145577921,1.9797232157478706,0.5011546813088528,acc,2.6434350775671183,0.2144148099382472,1.2371397927124768,2.9507964095348944,1.9792382921495786,0.49979721078101247,unacc
1.192992257502273,1.50110331069714,2.9609052091712478,2.9240710108612635,1.9736660163326385,1.9841674598391872,acc,1.1959781726168655,1.4987675555159494,2.9606292944438635,2.922838954581831,1.9721965228254212,1.9846966946128108,vgood
-0.0020913241912495087,0.03382363894641151,0.003883049325329153,1.499422881012145,1.9965835195209523,1.7970547777213737,unacc,-0.002928329160583875,0.034567939177572615,0.006834784202943577,1.5003063601572915,1.997440878677305,1.795510983108507,vgood
2.9813910679914204,1.497528400850508,2.991844814958474,2.8760776405883677,0.24719971786175116,1.9824087657414757,acc,2.9834156940937007,1.5001990444378426,2.9917846548977978,2.876396810424789,0.248902379389434,1.9820653833734876,unacc
1.3991975440865405,2.98585942741766,2.9836199496103433,1.500327576593214,0.013690750483291127,1.9979471628251357,acc,1.3999732128598594,2.9848644272780276,2.982741180172677,1.4996095198744195,0.01511403627362572,1.9978427687619957,unacc
0.046271645548970966,2.0578630197336896,0.150887454067624,1.4986318742738753,0.24805603830310202,1.9662754275941021,unacc,0.04610419662116913,2.055530242291336,0.14958830443824672,1.5005955173470933,0.2477488471098084,1.9665238015229447,vgood
0.004331906474221299,2.908376884400117,0.0718634929567422,2.3117093514611033,1.9910892812841774,0.5014015399487817,acc,0.004424191259204869,2.907701791074206,0.07189983790561189,2.311338109496294,1.9907613424118813,0.49964175111004927,unacc
0.9745410089556609,0.04616070760804838,0.5685637838472253,1.5001152485391531,0.006239949849791717,0.5108852241685297,acc,0.9764286151503632,0.04575864430067548,0.5689903052308419,1.4990653478079532,0.006008941890378289,0.5122944409290228,unacc
0.04931341109430944,2.781556297651773,1.8221101817118885,3.0012062014582352,0.02148867472749286,1.5004453771488042,acc,0.04852595892937884,2.781921927572561,1.8222690348996287,3.001195295595302,0.02082666339036179,1.4991058277189433,unacc
0.006542069927082296,0.03135137860064487,1.6048985588790863,2.985820074893298,1.9906375590917418,0.5011928970644819,good,0.007686619633284049,0.031754707433385945,1.603039654320293,2.985210671942762,1.9921860707290693,0.49922511143770915,unacc
2.989136727323792,0.027995658591076788,1.3988165311497966,1.5014986178252372,0.0014209366772737157,1.6233990741409825,acc,2.9899180864922306,0.030373148295076535,1.401017104914018,1.4998609685250752,0.0020588955720768653,1.621408713046726,unacc
1.1698720347189904,0.04488008368682213,2.9870951898002605,2.9056967477587894,0.28782528953485753,0.5000561210852227,acc,1.1727697840405809,0.047152515983722165,2.987196344168121,2.9045899050152997,0.2893302811410916,0.49986995731527084,unacc
