SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species,n_SepalLengthCm,n_SepalWidthCm,n_PetalLengthCm,n_PetalWidthCm,n_Species
4.461029805246221,3.100235482965359,4.847100682324104,2.484784024564572,Iris-versicolor,4.459536055899275,3.09885516089928,4.845615239583809,2.487091800515232,Iris-virginica
4.497921884209388,2.01857807321209,4.9490791592993375,0.28617492732974087,Iris-versicolor,4.497977498307352,2.020701358981029,4.9536937578626485,0.2876392290168566,Iris-virginica
6.166481269032733,2.822694482301851,2.4477808727847,2.3724539917414575,Iris-setosa,6.1663656350775025,2.822874793931934,2.453316472996308,2.370757773462473,Iris-virginica
7.520311524803444,2.3721076159203687,3.443332199725624,1.6498145598449099,Iris-versicolor,7.518915956682182,2.370434509981464,3.444721032503851,1.6501994851145014,Iris-virginica
5.995286117958193,4.174197925130147,6.23623708267373,1.550099516953428,Iris-versicolor,5.996044527337566,4.175005005308142,6.232965172607343,1.5498866796110589,Iris-virginica
4.300152838213595,4.215736084216837,2.448011358338062,0.11300872243150324,Iris-setosa,4.2983230158976236,4.216361066532602,2.4500028987955966,0.11168915641920288,Iris-versicolor
6.813199792437529,2.2816987210654682,5.477492434500663,1.7497058230071871,Iris-versicolor,6.814085228089502,2.281311455576906,5.473949015241977,1.7510307776861433,Iris-virginica
5.694000838916089,2.0163649153157914,3.954968778232366,1.6490578350006198,Iris-versicolor,5.695892245867975,2.0182391487846183,3.9526710477969904,1.6512282390953996,Iris-virginica
6.912659075962584,4.393779240257436,2.4495961819261898,0.3200760903205777,Iris-setosa,6.913021688821148,4.393681063694331,2.4514610409641575,0.3211085833058918,Iris-versicolor
7.579497162535067,2.0366317994270866,2.4493508254782594,0.09912198082575202,Iris-setosa,7.578353181278416,2.0372766091798145,2.4515475672759255,0.10110315454081513,Iris-versicolor
6.0216247501247455,3.8743797007421628,4.044222744434087,1.750358225444753,Iris-versicolor,6.02382770233408,3.8734549961344142,4.042797824565799,1.7493642438793764,Iris-virginica
4.965555642643814,2.09174569280572,6.436539263354644,1.7485675165273953,Iris-versicolor,4.9670519420811,2.09186425820441,6.433341646956941,1.7500562925414225,Iris-virginica
7.719266772434359,4.0042870188760755,4.846653775922192,2.357618680195592,Iris-versicolor,7.7198915201232,4.003819610767323,4.8518771285597,2.358047999604109,Iris-virginica
7.901650583520886,3.9941153544855355,2.4478769082693708,2.4717923208955637,Iris-setosa,7.9032085662367,3.996169632120222,2.4509257319507602,2.4709922010009304,Iris-versicolor
7.715052421135961,2.046128032806685,4.949695837981061,0.18379717351632388,Iris-versicolor,7.712056292997838,2.0466228041263292,4.95430737361026,0.18256255110998942,Iris-virginica
7.610620388029603,4.358378730052067,4.947431194642004,0.17300405058720095,Iris-versicolor,7.6116016586021855,4.36002501577842,4.950747801403932,0.17234108183323377,Iris-virginica
5.045744004224402,2.0303920321675117,2.4491802412408736,0.1013373026417895,Iris-setosa,5.043646348469305,2.030187248947756,2.4503799022018433,0.1014169065295425,Iris-versicolor
4.805883396554189,4.153319908256278,4.949505717528982,0.168176479432799,Iris-versicolor,4.80632852418689,4.153295781898905,4.953013278884141,0.16692659411630598,Iris-virginica
4.398992659754681,4.3788791272365515,2.4481368197053026,2.312190337175605,Iris-setosa,4.399458972883237,4.380013020592173,2.450996804329703,2.31243575132684,Iris-versicolor
4.39323502469065,2.2258144098169605,2.4488759936950197,2.2132754870480804,Iris-setosa,4.394040778249954,2.22601303701816,2.451036678825637,2.2112697962012224,Iris-virginica
