SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species,n_SepalLengthCm,n_SepalWidthCm,n_PetalLengthCm,n_PetalWidthCm,n_Species
4.310195501971066,4.388680980844288,6.836768297126612,1.749086721109289,Iris-versicolor,4.311613438051309,4.389086346482161,6.83679508897179,1.7502888757396355,Iris-virginica
4.302715342835739,2.2915658865732693,4.9484638184400715,0.8530108880008729,Iris-versicolor,4.303479380201011,2.2927112222168744,4.950870346211896,0.8524723995972626,Iris-virginica
6.58159181586189,2.0579584659969883,6.80204892000239,1.749748501596048,Iris-versicolor,6.581888044168761,2.0570555789260236,6.805048908920274,1.750019652532174,Iris-virginica
7.511177949935538,2.2097197368621755,2.449308061352688,2.2060255220244342,Iris-setosa,7.511187036076341,2.2103080398338735,2.452656130571462,2.2068425135740912,Iris-virginica
5.77504546960764,2.006924896892254,2.4482329507795497,0.18009272413992086,Iris-setosa,5.77388112721705,2.0070431915187683,2.4509382050248956,0.18114762260195152,Iris-versicolor
7.821866295164091,4.222416875815369,4.844956162054201,2.2869522755903993,Iris-versicolor,7.81908797823308,4.221359029074472,4.8501784729352755,2.2863256573360977,Iris-virginica
4.36778124488677,2.6606820493335186,2.4483585069643286,2.3852979311832954,Iris-setosa,4.36712333548505,2.6593291373558374,2.4512079250094443,2.3855910957638455,Iris-virginica
7.895054867623855,4.357815138012003,2.4475600809364426,0.5277731299103956,Iris-setosa,7.896259456214639,4.357073243573576,2.45181707317404,0.5254214919663975,Iris-versicolor
4.430522663389413,4.342635778610961,2.446632620901241,0.29457648871209585,Iris-setosa,4.429348645027795,4.341023570179861,2.450503969972433,0.29614375412201266,Iris-versicolor
6.02127605308586,4.238567044340046,4.946349196881184,0.23249894508048055,Iris-versicolor,6.021095789303425,4.238154117527692,4.951099186134562,0.23344444814138363,Iris-virginica
