Alcohol,Malicacid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoidphenols,Proanth,Colorint,Hue,OD,Proline,Wine,n_Alcohol,n_Malicacid,n_Ash,n_Acl,n_Mg,n_Phenols,n_Flavanoids,n_Nonflavanoidphenols,n_Proanth,n_Colorint,n_Hue,n_OD,n_Proline,n_Wine
13.793817882407492,2.8219090969724414,2.244258366889987,12.02131933122474,112.50177755094018,2.74358013764345,1.7502728093371298,0.24067604303513473,2.1501687947912127,5.903411701676024,0.5027234435538694,2.947976319013135,532.0310734583137,1,13.795187160556017,2.819946083421775,2.2446468293560753,12.020927908034214,112.50037604963093,2.7426401634656226,1.7485606656350525,0.2403173888375126,2.151094339040698,5.90151582919074,0.5024949257845545,2.946333495942218,532.0322168939852,2
12.470825009968175,2.2244568163346745,2.0589063974291775,20.349865860331033,100.91759408637301,2.449783330709876,0.5089816326798444,0.35977072692897266,1.8448332826516944,5.29179887868532,0.6957962237908039,1.7544104041420898,523.7676898478643,2,12.472673977536484,2.2250372447356512,2.0606453237048834,20.35123319599885,100.91727789602349,2.4522027752386113,0.507520601770719,0.3599115436123698,1.8451281941971407,5.292558679735355,0.6949148216503984,1.7542805600253024,523.7651649461667,3
13.835690025472633,1.7937311141913521,2.059484963099393,22.061795799343862,101.05249033041888,1.8658205941086348,0.9935424095975859,0.30895269032036227,1.704772739401445,4.050679597060585,1.3368382641974375,2.6611225187622276,929.9876107458829,2,13.83633185704783,1.793733418016275,2.06070631028638,22.061663376972827,101.0526903779781,1.8660784992364179,0.9935003251515628,0.3094004644328653,1.7047036027365863,4.050458546329802,1.3369322634161542,2.661456924295296,929.9868793949861,3
13.189145617304,3.860276747840609,2.0584446650204544,18.42872194658065,103.99065677942089,2.3810946698862403,1.312375651551089,0.35372902400795886,0.7972134749893535,4.862327851773766,0.5836888740023115,2.9617502018884054,431.00125877705216,2,13.188846509047028,3.859224011103152,2.0600985772169262,18.42879025663887,103.99058840052938,2.3812783754933675,1.3125177220030944,0.35371516777863804,0.7971258135029979,4.8621981266966605,0.5845508237017589,2.9618861497000233,431.00243197287006,3
12.95697914275165,1.5975751653767307,2.055428590355168,16.41640132181674,114.76834928725307,1.5441885347875526,1.5785875493133283,0.19892410175669747,1.324416403381801,9.764191676177681,1.0845742867240171,2.563489153133072,1021.709634184912,1,12.95653266006587,1.5977748856464693,2.0569698168934027,16.41410847204218,114.76881601237753,1.5431724458707579,1.574100338547166,0.19901431416640003,1.3236393681809917,9.763474695956674,1.0846557994489328,2.5644465221624753,1021.7087858690509,2
13.122966381971134,2.6493929821943407,2.18483650848074,21.49467523336869,125.57276681838772,2.1507489127239032,0.8391734489173265,0.6278986277931056,0.5417313536389373,3.8249298870949286,0.6268918309897195,1.6192036151831126,694.5145132329764,2,13.122888222458112,2.6501464227320755,2.1851366105575214,21.49457599020435,125.57314939483491,2.1506060004297054,0.8408409620775893,0.6273908297147586,0.5416222769459113,3.8267814878091397,0.6265588742985141,1.6188248549930933,694.5159463364118,3
13.503012784602236,2.5666152738729946,2.0589535445573124,14.427473310376502,94.83376764005756,2.162303694359411,1.3648024930560254,0.4521157120373682,1.489097713672101,7.761668719590576,0.9526950495101095,3.1282089998797153,834.1510851327861,2,13.503164693463466,2.5666383229094296,2.060599979855688,14.427033033973649,94.83296651801157,2.162332417822748,1.364762491278535,0.4519985187288656,1.489559790619274,7.761422405928723,0.95239416979591,3.128316459052978,834.1504171479808,3
11.823356318104967,2.833019218740594,2.8602879842875404,24.085317693802004,102.47376614187003,2.2348056559660696,1.5750540878243737,0.5603435501147989,0.9915789960305081,4.204550815342291,1.1202159461957306,1.9924448569976667,650.6561173543047,2,11.820430422281222,2.8331629180082953,2.860846165597138,24.085703451894403,102.47236801241431,2.233832916935646,1.5738751569444507,0.560002959217748,0.9920529305608506,4.205010362367963,1.1200167082252508,1.9924531103226417,650.6560068488096,3
12.372711396292198,0.9838706478600165,2.3264857753939867,17.352957735612744,96.49713419248125,1.852334854836887,0.5705772864183141,0.6030274186205669,0.41328629309214615,3.8227782760637217,1.3231480257089085,1.5124705029854042,647.7918678588459,2,12.373128016274698,0.9819416381600576,2.3273736375202674,17.354237734257502,96.49600755875115,1.8502564939647164,0.5669722149104492,0.6034131930925986,0.4135351540197421,3.8287244064810904,1.323097893378537,1.511478527803824,647.7942504316496,3
13.787446332804839,2.9384133768819933,2.423146402097948,16.82687047270671,90.20858882330135,3.1228922760191944,1.5796668630170214,0.3223439737223265,2.441941967253871,7.75720517661605,0.5066761749481754,2.7035637975974525,660.8941204005853,1,13.787434447883616,2.938312980556016,2.423059684674567,16.82684308021193,90.20836768791872,3.122836610831148,1.5749777097782673,0.3219957391613971,2.441985009334997,7.757117133049293,0.5066039777683568,2.7035545533295995,660.893963643265,3
